K,group,resource,task_id,start_s,end_s,half_open
2,1,C_battery,P00008,4605.0,9369.032952397562,True
2,1,C_battery,P00009,2112.0,6923.4180308071445,True
2,1,C_battery,P00010,5643.0,9504.369697077644,True
2,1,C_battery,P00040,0.0,4603.192493114018,True
2,1,C_battery,P00118,3229.0,7637.46286200132,True
2,1,relay_airframe,RU-001,78.44458569527194,2630.3541773255615,True
2,1,relay_airframe,RU-002,2063.5777415373595,4994.132235676182,True
2,1,relay_airframe,RU-003,3766.78248886549,7510.069623968169,True
2,1,relay_airframe,RU-004,5971.604169505274,7773.5910689896,True
2,1,relay_energy,RU-001,78.44458569527194,3071.934824159273,True
2,1,relay_energy,RU-002,2063.5777415373595,5470.728639842166,True
2,1,relay_energy,RU-003,3766.78248886549,8088.615653666286,True
2,1,relay_energy,RU-004,5971.604169505274,8127.097186347033,True
3,2,A_airframe,P00037,70.0,2077.732659143701,True
3,2,A_airframe,P00053,1648.0,2960.6157157640037,True
3,2,A_airframe,P00057,2203.0,3930.3186397361906,True
3,2,A_airframe,P00071,19.0,1672.8535692154742,True
3,2,A_airframe,P00089,35.0,1647.0245081229918,True
3,2,A_airframe,P00107,35.0,2044.9934553294233,True
3,2,B_airframe,P00006,4229.0,6309.242812051228,True
3,2,B_airframe,P00014,5921.0,7481.77979054711,True
3,3,B_airframe,P00018,6310.0,7499.6308045644855,True
3,2,B_airframe,P00020,69.0,1992.8014006521175,True
3,2,B_airframe,P00024,23.0,1891.5984478690452,True
3,2,B_airframe,P00026,2185.0,4014.5741010160095,True
3,2,B_airframe,P00028,2263.0,4228.890111994297,True
3,2,B_airframe,P00030,4015.0,5920.890111994297,True
3,1,C_airframe,P00001,0.0,1561.4267416985467,True
3,1,C_airframe,P00002,1562.0,3189.4267416985467,True
3,2,C_airframe,P00008,4605.0,6974.810858112425,True
3,2,C_airframe,P00009,2112.0,4417.185491467791,True
3,2,C_airframe,P00010,5643.0,7523.045617096052,True
3,2,C_airframe,P00040,0.0,2111.0081265825384,True
3,2,C_airframe,P00118,3229.0,5642.779412820788,True
3,2,A_battery,P00037,70.0,3423.918736410854,True
3,2,A_battery,P00053,1648.0,3838.93138703198,True
3,2,A_battery,P00057,2203.0,4980.66435625793,True
3,2,A_battery,P00071,19.0,2736.909118925665,True
3,2,A_battery,P00089,35.0,2712.586111579675,True
3,2,A_battery,P00107,35.0,3193.943617622669,True
3,2,B_battery,P00006,4229.0,8180.186918996282,True
3,2,B_battery,P00014,5921.0,9059.499924449938,True
3,3,B_battery,P00018,6310.0,8633.060797780143,True
3,2,B_battery,P00020,69.0,3853.3852377580615,True
3,2,B_battery,P00024,23.0,3484.3992920841874,True
3,2,B_battery,P00026,2185.0,5682.607251386906,True
3,2,B_battery,P00028,2263.0,6189.481514726554,True
3,2,B_battery,P00030,4015.0,7789.374726325144,True
3,1,C_battery,P00001,0.0,3187.2827017371806,True
3,1,C_battery,P00002,1562.0,4836.522716105184,True
3,2,C_battery,P00008,4605.0,9369.032952397562,True
3,2,C_battery,P00009,2112.0,6923.4180308071445,True
3,2,C_battery,P00010,5643.0,9504.369697077644,True
3,2,C_battery,P00040,0.0,4603.192493114018,True
3,2,C_battery,P00118,3229.0,7637.46286200132,True
3,2,relay_airframe,RU-001,78.44458569527194,2630.3541773255615,True
3,2,relay_airframe,RU-002,2063.5777415373595,4994.132235676182,True
3,2,relay_airframe,RU-003,3766.78248886549,7510.069623968169,True
3,2,relay_airframe,RU-004,5971.604169505274,7773.5910689896,True
3,2,relay_energy,RU-001,78.44458569527194,3071.934824159273,True
3,2,relay_energy,RU-002,2063.5777415373595,5470.728639842166,True
3,2,relay_energy,RU-003,3766.78248886549,8088.615653666286,True
3,2,relay_energy,RU-004,5971.604169505274,8127.097186347033,True
